Rental Price,Address,No of Bed,No of Bathrooms,Area,Pets Allowed,No of Beds
"$885,000","374 Depew Ave
Buffalo, NY 14214",2.0,1.0,,,2.0
"$20,000","68 Pulaski St
Buffalo, NY 14206",2.0,1.0,,,2.0
"$229,000","140 Hertel Ave
Buffalo, NY 14207",2.0,1.0,,,2.0
"$1,025","TRU Commercial Development, LLC
140 North St, Buffalo, NY 14201",2.0,1.0,"500 - 2,700sqft
500 - 2,700 square feet","PetsOK
pet friendly policy",2.0
"$950 - $2,700","Gold Wynn Apartments
712-718 Ashland Ave, Buffalo, NY 14222",2.0,1.0,"1,700sqft
1,700 square feet",pet friendly policy,2.0
"$2,600","46 Roger Chaffee Dr # 6
Amherst, NY 14228",2.0,1.0,"4,324sqft
4,324 square feet",,2.0
"$885,000","374 Depew Ave
Buffalo, NY 14214",2.0,1.0,"1,728sqft
1,728 square feet",,2.0
"$20,000","68 Pulaski St
Buffalo, NY 14206",2.0,1.0,"6,306sqft
6,306 square feet",,2.0
"$229,000","140 Hertel Ave
Buffalo, NY 14207",2.0,1.0,,,2.0
$990,"23 Allen St Unit 304
Buffalo, NY 14202",2.0,1.0,"300sqft
300 square feet","PetsOK
pet friendly policy",2.0
"$2,950","871 Seneca St
Buffalo, NY 14210",2.0,1.0,"2,244sqft
2,244 square feet","PetsOK
pet friendly policy",2.0
$850,"430 Delaware Ave Apt 207
Buffalo, NY 14202",2.0,1.0,"4,324sqft
4,324 square feet",,2.0
"$885,000","374 Depew Ave
Buffalo, NY 14214",2.0,1.0,"1,728sqft
1,728 square feet",,2.0
"$20,000","68 Pulaski St
Buffalo, NY 14206",2.0,1.0,"6,306sqft
6,306 square feet",,2.0
"$229,000","140 Hertel Ave
Buffalo, NY 14207",2.0,1.0,,,2.0
"$1,450","112 Genesee St Apt 4
Buffalo, NY 14203",2.0,1.0,"900sqft
900 square feet","PetsOK
pet friendly policy",2.0
$800,"77 Johnson Park Unit 7
Buffalo, NY 14201",2.0,1.0,"400sqft
400 square feet",,2.0
"$1,200","28 Winter St
Buffalo, NY 14213",2.0,1.0,"2,520sqft
2,520 square feet",,2.0
"$885,000","374 Depew Ave
Buffalo, NY 14214",2.0,1.0,"4,324sqft
4,324 square feet",,2.0
"$20,000","68 Pulaski St
Buffalo, NY 14206",2.0,1.0,"1,728sqft
1,728 square feet",,2.0
"$229,000","140 Hertel Ave
Buffalo, NY 14207",2.0,1.0,"6,306sqft
6,306 square feet",,2.0
$900,"105 Clarence Ave Unit 2
Buffalo, NY 14215",2.0,1.0,"1,980sqft
1,980 square feet",,2.0
"$1,150","39 Coronada St Apt 2
Buffalo, NY 14220",2.0,1.0,"2,000sqft
2,000 square feet",,2.0
"$1,875","114 Ashland Ave Apt 4
Buffalo, NY 14222",2.0,1.0,"4,324sqft
4,324 square feet",,2.0
"$885,000","374 Depew Ave
Buffalo, NY 14214",2.0,1.0,"1,728sqft
1,728 square feet",,2.0
"$20,000","68 Pulaski St
Buffalo, NY 14206",2.0,1.0,"6,306sqft
6,306 square feet",,2.0
"$229,000","140 Hertel Ave
Buffalo, NY 14207",2.0,1.0,,,2.0
"$1,550","360 Hoyt St
Buffalo, NY 14213",2.0,1.0,"2,270sqft
2,270 square feet",,2.0
$900,"294 S Elmwood Ave Apt 1
Buffalo, NY 14201",2.0,1.0,"626sqft
626 square feet",,2.0
"$1,695","32 Tracy St Unit B
Buffalo, NY 14201",2.0,1.0,"1,200sqft
1,200 square feet",,2.0
"$885,000","374 Depew Ave
Buffalo, NY 14214",2.0,1.0,"4,324sqft
4,324 square feet",,2.0
"$20,000","68 Pulaski St
Buffalo, NY 14206",2.0,1.0,"1,728sqft
1,728 square feet",,2.0
"$229,000","140 Hertel Ave
Buffalo, NY 14207",2.0,1.0,"6,306sqft
6,306 square feet",,2.0
"$1,295","869 Delaware Ave Apt 9
Buffalo, NY 14209",2.0,1.0,"816sqft
816 square feet","CatsOK
cat friendly policy",2.0
"$1,560","1335 Millersport Hwy Apt 3
Buffalo, NY 14221",2.0,1.0,"713sqft
713 square feet",,2.0
"$1,350","118 Richfield Ave
Buffalo, NY 14220",2.0,1.0,"1,150sqft
1,150 square feet",,2.0
"$885,000","374 Depew Ave
Buffalo, NY 14214",2.0,1.0,"4,324sqft
4,324 square feet",,2.0
"$20,000","68 Pulaski St
Buffalo, NY 14206",2.0,1.0,"1,728sqft
1,728 square feet",,2.0
"$229,000","140 Hertel Ave
Buffalo, NY 14207",2.0,1.0,"6,306sqft
6,306 square feet",,2.0
$800,"33 Allen St Apt 2
Buffalo, NY 14202",2.0,1.0,"700sqft
700 square feet","PetsOK
pet friendly policy",2.0
$900,"2456 Delaware Ave Apt 5
Buffalo, NY 14216",2.0,1.0,"4,324sqft
4,324 square feet",,2.0
"$1,175","1235 Eggert Rd
Buffalo, NY 14226",2.0,1.0,"1,728sqft
1,728 square feet",,2.0
"$885,000","374 Depew Ave
Buffalo, NY 14214",2.0,1.0,"6,306sqft
6,306 square feet",,2.0
"$20,000","68 Pulaski St
Buffalo, NY 14206",2.0,1.0,,,2.0
"$229,000","140 Hertel Ave
Buffalo, NY 14207",2.0,1.0,,,2.0
"$1,074 - $1,275","Edgebrook Estates
65 Edgebrook Est, Buffalo, NY 14227",2.0,1.0,"600 - 840sqft
600 - 840 square feet","PetsOK
pet friendly policy",2.0
"$2,700","15 Hughes Ave
Buffalo, NY 14208",2.0,1.0,"1,650sqft
1,650 square feet","PetsOK
pet friendly policy",2.0
"$1,550 - $1,625","Michigan & Best LLC
1145 Michigan Ave, Buffalo, NY 14209",2.0,1.0,"560 - 570sqft
560 - 570 square feet","PetsOK
pet friendly policy",2.0
"$885,000","374 Depew Ave
Buffalo, NY 14214",2.0,1.0,"4,324sqft
4,324 square feet",,2.0
"$20,000","68 Pulaski St
Buffalo, NY 14206",2.0,1.0,"1,728sqft
1,728 square feet",,2.0
"$229,000","140 Hertel Ave
Buffalo, NY 14207",2.0,1.0,"6,306sqft
6,306 square feet",,2.0
"$6,030","Buffalo, NY",2.0,1.0,"1,163 Sq Ft",,3.0
"$1,550","Buffalo, NY",2.0,1.0,"1,300 Sq Ft",,3.0
"$2,400","Buffalo, NY",2.0,1.0,"1,200 Sq Ft",,3.0
"$11,160","360 Hoyt Street, Buffalo, NY 14213, USA",2.0,3.0,"2,975 Sq Ft",,3.0
"$4,290","Buffalo, NY",2.0,2.0,"1,200 Sq Ft",,3.0
"$3,900","Buffalo, NY",2.0,1.0,"1,200 Sq Ft",,2.0
"$1,550","42 Alden Avenue, Buffalo, NY 14216, USA",2.0,1.0,"2,270 Sq Ft",,2.0
"$5,760","Buffalo, NY",2.0,1.0,"1,450 Sq Ft",,4.0
"$8,880","617 Niagara Street, Buffalo, NY 14201, USA",2.0,1.0,"8,005 Sq Ft",,3.0
"$1,000","Buffalo, NY",2.0,1.0,"1,222 Sq Ft",,2.0
"$7,890","58 Trinity Place, Buffalo, NY 14201, USA",2.0,2.0,"2,700 Sq Ft",,3.0
"$11,790",,2.0,1.0,512 Sq Ft,,2.0
"$2,100",,2.0,2.0,315 Sq Ft,,3.0
"$7,650",,2.0,3.0,"1,222 Sq Ft",,3.0
"$10,500",,2.0,2.0,,,4.0
"$8,880",,2.0,1.0,,,2.0
"$2,100",,2.0,3.0,,,1.0
"$3,750",,2.0,1.0,,,4.0
"$2,910",,2.0,1.0,,,1.0
"$2,700",,2.0,1.0,,,1.0
$800,,2.0,2.0,,,2.0
"$2,495",,2.0,1.0,,,3.0
"$1,200","1168 Tonawanda Street, Buffalo, NY 14207, USA",2.0,1.0,"1,217 Sq Ft",,2.0
"$1,300",45 South Street,2.0,1.0,"1,760 Sq Ft",,2.0
"$2,500","655 Lafayette Avenue, Buffalo, NY 14222, USA",2.0,1.0,"1,350 Sq Ft",,3.0
$800,"Buffalo, NY",2.0,1.0,400 Sq Ft,,2.0
"$2,600",407 Norwood Ave,2.0,1.0,"1,300 Sq Ft",,2.0
"$1,100",79 Meech Street,2.0,1.0,805 Sq Ft,,2.0
"$3,750","Buffalo, NY",2.0,2.0,"38,606 Sq Ft",,2.0
"$9,780","452 Franklin Street, Buffalo, NY 14202, USA",2.0,1.0,900 Sq Ft,,4.0
$625,"Buffalo, NY",2.0,1.0,"1,901 Sq Ft",,2.0
"$2,550","20 Medford Place, Unit Lower",2.0,2.0,"1,335 Sq Ft",,2.0
$600,"Buffalo, NY",2.0,1.0,"2,100 Sq Ft",,5.0
"$1,599",,2.0,1.0,"5,150 Sq Ft",,1.0
"$4,110",,2.0,1.0,,,2.0
"$1,900",,2.0,1.0,,,1.0
"$1,200",,2.0,2.0,,,1.0
"$7,500",,2.0,2.0,,,5.0
"$5,730",,2.0,1.0,,,2.0
$850,,2.0,1.0,,,2.0
"$1,400",,2.0,1.0,,,3.0
"$3,480",,2.0,2.0,,,3.0
"$5,700",,2.0,1.0,,,4.0
"$1,900",,2.0,1.0,,,1.0
"$6,030","Buffalo, NY",2.0,1.0,"1,163 Sq Ft",,3.0
"$1,550","Buffalo, NY",2.0,1.0,"1,300 Sq Ft",,3.0
"$2,400","Buffalo, NY",2.0,1.0,"1,200 Sq Ft",,3.0
"$11,160","360 Hoyt Street, Buffalo, NY 14213, USA",2.0,3.0,"2,975 Sq Ft",,3.0
"$4,290","Buffalo, NY",2.0,2.0,"1,200 Sq Ft",,3.0
"$3,900","Buffalo, NY",2.0,1.0,"1,200 Sq Ft",,2.0
"$1,550","42 Alden Avenue, Buffalo, NY 14216, USA",2.0,1.0,"2,270 Sq Ft",,2.0
"$5,760","Buffalo, NY",2.0,1.0,"1,450 Sq Ft",,4.0
"$8,880","617 Niagara Street, Buffalo, NY 14201, USA",2.0,1.0,"8,005 Sq Ft",,3.0
"$1,000","Buffalo, NY",2.0,1.0,"1,222 Sq Ft",,2.0
"$7,890","58 Trinity Place, Buffalo, NY 14201, USA",2.0,2.0,"2,700 Sq Ft",,3.0
"$11,790",,2.0,1.0,512 Sq Ft,,2.0
"$2,100",,2.0,2.0,315 Sq Ft,,3.0
"$7,650",,2.0,3.0,"1,222 Sq Ft",,3.0
"$10,500",,2.0,2.0,,,4.0
"$8,880",,2.0,1.0,,,2.0
"$2,100",,2.0,3.0,,,1.0
"$3,750",,2.0,1.0,,,4.0
"$2,910",,2.0,1.0,,,1.0
"$2,700",,2.0,1.0,,,1.0
$800,,2.0,2.0,,,2.0
"$2,495",,2.0,1.0,,,3.0
"$1,200","1168 Tonawanda Street, Buffalo, NY 14207, USA",2.0,1.0,"1,217 Sq Ft",,2.0
"$1,300",45 South Street,2.0,1.0,"1,760 Sq Ft",,2.0
"$2,500","655 Lafayette Avenue, Buffalo, NY 14222, USA",2.0,1.0,"1,350 Sq Ft",,3.0
$800,"Buffalo, NY",2.0,1.0,400 Sq Ft,,2.0
"$2,600",407 Norwood Ave,2.0,1.0,"1,300 Sq Ft",,2.0
"$1,100",79 Meech Street,2.0,1.0,805 Sq Ft,,2.0
"$3,750","Buffalo, NY",2.0,2.0,"38,606 Sq Ft",,2.0
"$9,780","452 Franklin Street, Buffalo, NY 14202, USA",2.0,1.0,900 Sq Ft,,4.0
$625,"Buffalo, NY",2.0,1.0,"1,901 Sq Ft",,2.0
"$2,550","20 Medford Place, Unit Lower",2.0,2.0,"1,335 Sq Ft",,2.0
$600,"Buffalo, NY",2.0,1.0,"2,100 Sq Ft",,5.0
"$1,599",,2.0,1.0,"5,150 Sq Ft",,1.0
"$4,110",,2.0,1.0,,,2.0
"$1,900",,2.0,1.0,,,1.0
"$1,200",,2.0,2.0,,,1.0
"$7,500",,2.0,2.0,,,5.0
"$5,730",,2.0,1.0,,,2.0
$850,,2.0,1.0,,,2.0
"$1,400",,2.0,1.0,,,3.0
"$3,480",,2.0,2.0,,,3.0
"$5,700",,2.0,1.0,,,4.0
"$1,900",,2.0,1.0,,,1.0
"$6,030","Buffalo, NY",2.0,1.0,"1,163 Sq Ft",,3.0
"$1,550","Buffalo, NY",2.0,1.0,"1,300 Sq Ft",,3.0
"$2,400","Buffalo, NY",2.0,1.0,"1,200 Sq Ft",,3.0
"$11,160","360 Hoyt Street, Buffalo, NY 14213, USA",2.0,3.0,"2,975 Sq Ft",,3.0
"$4,290","Buffalo, NY",2.0,2.0,"1,200 Sq Ft",,3.0
"$3,900","Buffalo, NY",2.0,1.0,"1,200 Sq Ft",,2.0
"$1,550","42 Alden Avenue, Buffalo, NY 14216, USA",2.0,1.0,"2,270 Sq Ft",,2.0
"$5,760","Buffalo, NY",2.0,1.0,"1,450 Sq Ft",,4.0
"$8,880","617 Niagara Street, Buffalo, NY 14201, USA",2.0,1.0,"8,005 Sq Ft",,3.0
"$1,000","Buffalo, NY",2.0,1.0,"1,222 Sq Ft",,2.0
"$7,890","58 Trinity Place, Buffalo, NY 14201, USA",2.0,2.0,"2,700 Sq Ft",,3.0
"$11,790",,2.0,1.0,512 Sq Ft,,2.0
"$2,100",,2.0,2.0,315 Sq Ft,,3.0
"$7,650",,2.0,3.0,"1,222 Sq Ft",,3.0
"$10,500",,2.0,2.0,,,4.0
"$8,880",,2.0,1.0,,,2.0
"$2,100",,2.0,3.0,,,1.0
"$3,750",,2.0,1.0,,,4.0
"$2,910",,2.0,1.0,,,1.0
"$2,700",,2.0,1.0,,,1.0
$800,,2.0,2.0,,,2.0
"$2,495",,2.0,1.0,,,3.0
"$1,200","1168 Tonawanda Street, Buffalo, NY 14207, USA",2.0,1.0,"1,217 Sq Ft",,2.0
"$1,300",45 South Street,2.0,1.0,"1,760 Sq Ft",,2.0
"$2,500","655 Lafayette Avenue, Buffalo, NY 14222, USA",2.0,1.0,"1,350 Sq Ft",,3.0
$800,"Buffalo, NY",2.0,1.0,400 Sq Ft,,2.0
"$2,600",407 Norwood Ave,2.0,1.0,"1,300 Sq Ft",,2.0
"$1,100",79 Meech Street,2.0,1.0,805 Sq Ft,,2.0
"$3,750","Buffalo, NY",2.0,2.0,"38,606 Sq Ft",,2.0
"$9,780","452 Franklin Street, Buffalo, NY 14202, USA",2.0,1.0,900 Sq Ft,,4.0
$625,"Buffalo, NY",2.0,1.0,"1,901 Sq Ft",,2.0
"$2,550","20 Medford Place, Unit Lower",2.0,2.0,"1,335 Sq Ft",,2.0
$600,"Buffalo, NY",2.0,1.0,"2,100 Sq Ft",,5.0
"$1,599",,2.0,1.0,"5,150 Sq Ft",,1.0
"$4,110",,2.0,1.0,,,2.0
"$1,900",,2.0,1.0,,,1.0
"$1,200",,2.0,2.0,,,1.0
"$7,500",,2.0,2.0,,,5.0
"$5,730",,2.0,1.0,,,2.0
$850,,2.0,1.0,,,2.0
"$1,400",,2.0,1.0,,,3.0
"$3,480",,2.0,2.0,,,3.0
"$5,700",,2.0,1.0,,,4.0
"$1,900",,2.0,1.0,,,1.0
"$6,030","Buffalo, NY",2.0,1.0,"1,163 Sq Ft",,3.0
"$1,550","Buffalo, NY",2.0,1.0,"1,300 Sq Ft",,3.0
"$2,400","Buffalo, NY",2.0,1.0,"1,200 Sq Ft",,3.0
"$11,160","360 Hoyt Street, Buffalo, NY 14213, USA",2.0,3.0,"2,975 Sq Ft",,3.0
"$4,290","Buffalo, NY",2.0,2.0,"1,200 Sq Ft",,3.0
"$3,900","Buffalo, NY",2.0,1.0,"1,200 Sq Ft",,2.0
"$1,550","42 Alden Avenue, Buffalo, NY 14216, USA",2.0,1.0,"2,270 Sq Ft",,2.0
"$5,760","Buffalo, NY",2.0,1.0,"1,450 Sq Ft",,4.0
"$8,880","617 Niagara Street, Buffalo, NY 14201, USA",2.0,1.0,"8,005 Sq Ft",,3.0
"$1,000","Buffalo, NY",2.0,1.0,"1,222 Sq Ft",,2.0
"$7,890","58 Trinity Place, Buffalo, NY 14201, USA",2.0,2.0,"2,700 Sq Ft",,3.0
"$11,790",,2.0,1.0,512 Sq Ft,,2.0
"$2,100",,2.0,2.0,315 Sq Ft,,3.0
"$7,650",,2.0,3.0,"1,222 Sq Ft",,3.0
"$10,500",,2.0,2.0,,,4.0
"$8,880",,2.0,1.0,,,2.0
"$2,100",,2.0,3.0,,,1.0
"$3,750",,2.0,1.0,,,4.0
"$2,910",,2.0,1.0,,,1.0
"$2,700",,2.0,1.0,,,1.0
$800,,2.0,2.0,,,2.0
"$2,495",,2.0,1.0,,,3.0
"$2,350","656 W Wrightwood Ave, Chicago, IL 60614, USA",2.0,1.0,600 Sq Ft,,1.0
"$3,050","2219 N Clybourn Ave, Unit 502",2.0,2.0,950 Sq Ft,,3.0
"$3,600","490 North Kingsbury Street, Unit 1307",2.0,2.0,"1,200 Sq Ft",,2.0
"$1,700","1553 N Wells St, Unit 501",2.0,1.0,"1,500 Sq Ft",,3.0
"$3,589","536 W Arlington Pl, Chicago, IL 60614, USA",2.0,2.0,"1,350 Sq Ft",,2.0
"$1,550","1440 South Wabash Avenue, Chicago, IL 60605, USA",2.0,1.0,520 Sq Ft,,1.0
"$4,150","3320 W Altgeld St, Unit 1F",2.0,2.0,"1,115 Sq Ft",,2.0
"$4,995","3326 W North Ave, Unit 3",2.0,2.5,"1,900 Sq Ft",,3.0
"$2,750","1608 W Sherwin Ave, Unit 503",2.0,1.0,700 Sq Ft,,2.0
"$3,295","710 S Wells St, Unit 1611",2.0,2.0,"1,200 Sq Ft",,2.0
"$2,900","2522 N Milwaukee Ave, Unit 1 Bed",2.0,2.0,"1,050 Sq Ft",,2.0
"$2,750",,2.0,2.0,"1,010 Sq Ft",,2.0
"$2,150",,2.0,1.0,"1,200 Sq Ft",,2.0
"$2,150",,2.0,1.0,"1,100 Sq Ft",,1.0
"$3,200",,2.0,2.0,"1,450 Sq Ft",,3.0
"$1,800",,2.0,2.0,"1,200 Sq Ft",,2.0
"$1,300",,2.0,1.0,475 Sq Ft,,2.0
"$2,200",,2.0,1.0,"2,000 Sq Ft",,3.0
"$3,078",,2.0,2.0,"1,000 Sq Ft",,2.0
"$2,105",,2.0,1.0,757 Sq Ft,,1.0
"$2,760",,2.0,1.0,"1,300 Sq Ft",,1.0
"$3,100",,2.0,2.0,,,2.0
"$2,650","2839 North Whipple Street, Chicago, IL 60618, USA",2.0,1.0,"1,600 Sq Ft",,2.0
"$5,000","3918 N Kedvale Ave, Unit 02N",2.0,3.0,"3,005 Sq Ft",,4.0
"$1,850","724 W Roscoe St, Unit 726-SG",2.0,1.0,600 Sq Ft,,2.0
"$1,525","2906 N Mildred Ave, Chicago, IL 60657, USA",2.0,1.0,"1,185 Sq Ft",,1.0
"$2,295","3734-3738 West Lawrence Avenue, Chicago, IL 60625, USA",2.0,1.0,"1,000 Sq Ft",,1.0
"$1,500","2047 N Hoyne Ave, Unit 1S",2.0,1.0,940 Sq Ft,,1.0
"$1,925","1160 W Grand Ave, Unit 2R",2.0,1.0,800 Sq Ft,,1.0
"$2,400","1213 W Erie St, Unit CH",2.0,1.0,800 Sq Ft,,3.0
"$1,500","Chicago, IL",2.0,1.0,900 Sq Ft,,2.0
"$1,500","Concord City Centre, 208 West Washington Street, Chicago, IL 60606, USA",2.0,1.0,"1,100 Sq Ft",,1.0
"$2,650","429 W Belden Ave, Unit cl#GDNS",2.0,1.0,"1,000 Sq Ft",,2.0
"$2,095",,2.0,1.0,614 Sq Ft,,1.0
"$1,890",,2.0,1.0,"1,100 Sq Ft",,1.0
"$1,995",,2.0,1.0,1 Sq Ft,,2.0
"$3,495",,2.0,3.0,"1,039 Sq Ft",,2.0
"$2,300",,2.0,1.0,,,3.0
"$2,760",,2.0,1.0,,,1.0
"$2,500",,2.0,1.0,,,2.0
"$2,800",,2.0,2.0,,,2.0
"$1,995",,2.0,1.0,,,1.0
"$1,895",,2.0,1.0,,,1.0
"$2,245",,2.0,2.0,,,2.0
"$2,350","656 W Wrightwood Ave, Chicago, IL 60614, USA",2.0,1.0,600 Sq Ft,,1.0
"$3,050","2219 N Clybourn Ave, Unit 502",2.0,2.0,950 Sq Ft,,3.0
"$3,600","490 North Kingsbury Street, Unit 1307",2.0,2.0,"1,200 Sq Ft",,2.0
"$1,700","1553 N Wells St, Unit 501",2.0,1.0,"1,500 Sq Ft",,3.0
"$3,589","536 W Arlington Pl, Chicago, IL 60614, USA",2.0,2.0,"1,350 Sq Ft",,2.0
"$1,550","1440 South Wabash Avenue, Chicago, IL 60605, USA",2.0,1.0,520 Sq Ft,,1.0
"$4,150","3320 W Altgeld St, Unit 1F",2.0,2.0,"1,115 Sq Ft",,2.0
"$4,995","3326 W North Ave, Unit 3",2.0,2.5,"1,900 Sq Ft",,3.0
"$2,750","1608 W Sherwin Ave, Unit 503",2.0,1.0,700 Sq Ft,,2.0
"$3,295","710 S Wells St, Unit 1611",2.0,2.0,"1,200 Sq Ft",,2.0
"$2,900","2522 N Milwaukee Ave, Unit 1 Bed",2.0,2.0,"1,050 Sq Ft",,2.0
"$2,750",,2.0,2.0,"1,010 Sq Ft",,2.0
"$2,150",,2.0,1.0,"1,200 Sq Ft",,2.0
"$2,150",,2.0,1.0,"1,100 Sq Ft",,1.0
"$3,200",,2.0,2.0,"1,450 Sq Ft",,3.0
"$1,800",,2.0,2.0,"1,200 Sq Ft",,2.0
"$1,300",,2.0,1.0,475 Sq Ft,,2.0
"$2,200",,2.0,1.0,"2,000 Sq Ft",,3.0
"$3,078",,2.0,2.0,"1,000 Sq Ft",,2.0
"$2,105",,2.0,1.0,757 Sq Ft,,1.0
"$2,760",,2.0,1.0,"1,300 Sq Ft",,1.0
"$3,100",,2.0,2.0,,,2.0
"$2,650","2839 North Whipple Street, Chicago, IL 60618, USA",2.0,1.0,"1,600 Sq Ft",,2.0
"$5,000","3918 N Kedvale Ave, Unit 02N",2.0,3.0,"3,005 Sq Ft",,4.0
"$1,850","724 W Roscoe St, Unit 726-SG",2.0,1.0,600 Sq Ft,,2.0
"$1,525","2906 N Mildred Ave, Chicago, IL 60657, USA",2.0,1.0,"1,185 Sq Ft",,1.0
"$2,295","3734-3738 West Lawrence Avenue, Chicago, IL 60625, USA",2.0,1.0,"1,000 Sq Ft",,1.0
"$1,500","2047 N Hoyne Ave, Unit 1S",2.0,1.0,940 Sq Ft,,1.0
"$1,925","1160 W Grand Ave, Unit 2R",2.0,1.0,800 Sq Ft,,1.0
"$2,400","1213 W Erie St, Unit CH",2.0,1.0,800 Sq Ft,,3.0
"$1,500","Chicago, IL",2.0,1.0,900 Sq Ft,,2.0
"$1,500","Concord City Centre, 208 West Washington Street, Chicago, IL 60606, USA",2.0,1.0,"1,100 Sq Ft",,1.0
"$2,650","429 W Belden Ave, Unit cl#GDNS",2.0,1.0,"1,000 Sq Ft",,2.0
"$2,095",,2.0,1.0,614 Sq Ft,,1.0
"$1,890",,2.0,1.0,"1,100 Sq Ft",,1.0
"$1,995",,2.0,1.0,1 Sq Ft,,2.0
"$3,495",,2.0,3.0,"1,039 Sq Ft",,2.0
"$2,300",,2.0,1.0,,,3.0
"$2,760",,2.0,1.0,,,1.0
"$2,500",,2.0,1.0,,,2.0
"$2,800",,2.0,2.0,,,2.0
"$1,995",,2.0,1.0,,,1.0
"$1,895",,2.0,1.0,,,1.0
"$2,245",,2.0,2.0,,,2.0
"$2,350","656 W Wrightwood Ave, Chicago, IL 60614, USA",2.0,1.0,600 Sq Ft,,1.0
"$3,050","2219 N Clybourn Ave, Unit 502",2.0,2.0,950 Sq Ft,,3.0
"$3,600","490 North Kingsbury Street, Unit 1307",2.0,2.0,"1,200 Sq Ft",,2.0
"$1,700","1553 N Wells St, Unit 501",2.0,1.0,"1,500 Sq Ft",,3.0
"$3,589","536 W Arlington Pl, Chicago, IL 60614, USA",2.0,2.0,"1,350 Sq Ft",,2.0
"$1,550","1440 South Wabash Avenue, Chicago, IL 60605, USA",2.0,1.0,520 Sq Ft,,1.0
"$4,150","3320 W Altgeld St, Unit 1F",2.0,2.0,"1,115 Sq Ft",,2.0
"$4,995","3326 W North Ave, Unit 3",2.0,2.5,"1,900 Sq Ft",,3.0
"$2,750","1608 W Sherwin Ave, Unit 503",2.0,1.0,700 Sq Ft,,2.0
"$3,295","710 S Wells St, Unit 1611",2.0,2.0,"1,200 Sq Ft",,2.0
"$2,900","2522 N Milwaukee Ave, Unit 1 Bed",2.0,2.0,"1,050 Sq Ft",,2.0
"$2,750",,2.0,2.0,"1,010 Sq Ft",,2.0
"$2,150",,2.0,1.0,"1,200 Sq Ft",,2.0
"$2,150",,2.0,1.0,"1,100 Sq Ft",,1.0
"$3,200",,2.0,2.0,"1,450 Sq Ft",,3.0
"$1,800",,2.0,2.0,"1,200 Sq Ft",,2.0
"$1,300",,2.0,1.0,475 Sq Ft,,2.0
"$2,200",,2.0,1.0,"2,000 Sq Ft",,3.0
"$3,078",,2.0,2.0,"1,000 Sq Ft",,2.0
"$2,105",,2.0,1.0,757 Sq Ft,,1.0
"$2,760",,2.0,1.0,"1,300 Sq Ft",,1.0
"$3,100",,2.0,2.0,,,2.0
"$2,650","2839 North Whipple Street, Chicago, IL 60618, USA",2.0,1.0,"1,600 Sq Ft",,2.0
"$5,000","3918 N Kedvale Ave, Unit 02N",2.0,3.0,"3,005 Sq Ft",,4.0
"$1,850","724 W Roscoe St, Unit 726-SG",2.0,1.0,600 Sq Ft,,2.0
"$1,525","2906 N Mildred Ave, Chicago, IL 60657, USA",2.0,1.0,"1,185 Sq Ft",,1.0
"$2,295","3734-3738 West Lawrence Avenue, Chicago, IL 60625, USA",2.0,1.0,"1,000 Sq Ft",,1.0
"$1,500","2047 N Hoyne Ave, Unit 1S",2.0,1.0,940 Sq Ft,,1.0
"$1,925","1160 W Grand Ave, Unit 2R",2.0,1.0,800 Sq Ft,,1.0
"$2,400","1213 W Erie St, Unit CH",2.0,1.0,800 Sq Ft,,3.0
"$1,500","Chicago, IL",2.0,1.0,900 Sq Ft,,2.0
"$1,500","Concord City Centre, 208 West Washington Street, Chicago, IL 60606, USA",2.0,1.0,"1,100 Sq Ft",,1.0
"$2,650","429 W Belden Ave, Unit cl#GDNS",2.0,1.0,"1,000 Sq Ft",,2.0
"$2,095",,2.0,1.0,614 Sq Ft,,1.0
"$1,890",,2.0,1.0,"1,100 Sq Ft",,1.0
"$1,995",,2.0,1.0,1 Sq Ft,,2.0
"$3,495",,2.0,3.0,"1,039 Sq Ft",,2.0
"$2,300",,2.0,1.0,,,3.0
"$2,760",,2.0,1.0,,,1.0
"$2,500",,2.0,1.0,,,2.0
"$2,800",,2.0,2.0,,,2.0
"$1,995",,2.0,1.0,,,1.0
"$1,895",,2.0,1.0,,,1.0
"$2,245",,2.0,2.0,,,2.0
"$2,350","656 W Wrightwood Ave, Chicago, IL 60614, USA",2.0,1.0,600 Sq Ft,,1.0
"$3,050","2219 N Clybourn Ave, Unit 502",2.0,2.0,950 Sq Ft,,3.0
"$3,600","490 North Kingsbury Street, Unit 1307",2.0,2.0,"1,200 Sq Ft",,2.0
"$1,700","1553 N Wells St, Unit 501",2.0,1.0,"1,500 Sq Ft",,3.0
"$3,589","536 W Arlington Pl, Chicago, IL 60614, USA",2.0,2.0,"1,350 Sq Ft",,2.0
"$1,550","1440 South Wabash Avenue, Chicago, IL 60605, USA",2.0,1.0,520 Sq Ft,,1.0
"$4,150","3320 W Altgeld St, Unit 1F",2.0,2.0,"1,115 Sq Ft",,2.0
"$4,995","3326 W North Ave, Unit 3",2.0,2.5,"1,900 Sq Ft",,3.0
"$2,750","1608 W Sherwin Ave, Unit 503",2.0,1.0,700 Sq Ft,,2.0
"$3,295","710 S Wells St, Unit 1611",2.0,2.0,"1,200 Sq Ft",,2.0
"$2,900","2522 N Milwaukee Ave, Unit 1 Bed",2.0,2.0,"1,050 Sq Ft",,2.0
"$2,750",,2.0,2.0,"1,010 Sq Ft",,2.0
"$2,150",,2.0,1.0,"1,200 Sq Ft",,2.0
